timestamp,NO2,month,day,hour
376944,0.23042597207639207,1,1,0
376945,0.3407043666074416,1,1,1
376946,0.3056157865293804,1,1,2
376947,0.3306790580137098,1,1,3
376948,0.2955904779356486,1,1,4
376949,0.2204006634826603,1,1,5
376950,0.1752867748108673,1,1,6
376951,0.1401981947328061,1,1,7
376952,0.22541331777952617,1,1,8
376953,0.27553986074818504,1,1,9
376954,0.1702741205140014,1,1,10
376955,0.14521084902967196,1,1,11
376956,0.16526146621713553,1,1,12
376957,0.19533739199833086,1,1,13
376958,0.23543862637325794,1,1,14
376959,0.24045128067012383,1,1,15
376960,0.25047658926385563,1,1,16
376961,0.31564109512311217,1,1,17
376962,0.3507296752011733,1,1,18
376963,0.42591948965416165,1,1,19
376964,0.4209068353572958,1,1,20
376965,0.41589418106042986,1,1,21
376966,0.38080560098236865,1,1,22
376967,0.3607549837949051,1,1,23
376968,0.4178128161727289,1,2,0
376969,0.3877368903915336,1,2,1
376970,0.3626736189072042,1,2,2
376971,0.3526483103134724,1,2,3
376972,0.3376103474228747,1,2,4
376973,0.3476356560166065,1,2,5
376974,0.3626736189072042,1,2,6
376975,0.40277485328213125,1,2,7
376976,0.4328507790633266,1,2,8
376977,0.4428760876570583,1,2,9
376978,0.4428760876570583,1,2,10
376979,0.4328507790633266,1,2,11
376980,0.3726989275009359,1,2,12
376981,0.35766096461033825,1,2,13
376982,0.35766096461033825,1,2,14
376985,0.5230785564069125,1,2,17
376986,0.5581671364849737,1,2,18
376987,0.6082936794536326,1,2,19
376988,0.6032810251567667,1,2,20
376989,0.5080405935163148,1,2,21
376990,0.49801528492258307,1,2,22
376991,0.46793935914138773,1,2,23
376992,0.3957862051234533,1,3,0
376993,0.38576089652972156,1,3,1
376994,0.35067231645166036,1,3,2
376995,0.3356343535610627,1,3,3
376996,0.3306216992641968,1,3,4
376997,0.31057108207673323,1,3,5
376998,0.3406470078579286,1,3,6
376999,0.3757355879359898,1,3,7
377000,0.40581151371718505,1,3,8
377001,0.4208494766077827,1,3,9
377002,0.4409000937952463,1,3,10
377003,0.4409000937952463,1,3,11
377004,0.4559380566858439,1,3,12
377005,0.38576089652972156,1,3,13
377006,0.41082416801405097,1,3,14
377007,0.45092540238897805,1,3,15
377008,0.4759886738733075,1,3,16
377009,0.4308747852015145,1,3,17
377010,0.6363936113730159,1,3,18
377011,0.7266213887166019,1,3,19
377012,0.676494845747943,1,3,20
377013,0.586267068404357,1,3,21
377014,0.5561911426231617,1,3,22
377015,0.5712291055137594,1,3,23
377016,0.5912047582056865,1,4,0
377017,0.5661414867213571,1,4,1
377018,0.5059896351589663,1,4,2
377019,0.5110022894558323,1,4,3
377020,0.4959643265652346,1,4,4
377021,0.390698586331051,1,4,5
377022,0.390698586331051,1,4,6
377023,0.4408251292997098,1,4,7
377024,0.45586309219030746,1,4,8
